Date,Store_Number,Store_Name,Address,City,Zip_Code,County_Number,County,Category,Category_Name,Vendor_Number,Vendor_Name,Item_Number,Item_Description,Pack,Bottle_Volume_(ml),State_Bottle_Cost,State_Bottle_Retail,Bottles_Sold,Sale_(Dollars),Volume_Sold_(Liters),Volume_Sold_(Gallons)
06/02/2014,4892,Sara Mini Mart,1026 W RIVER DR,DAVENPORT,52802,82.0,Scott,1071100.0,AMERICAN COCKTAILS,260.0,Diageo Americas,58801,Captain Morgan Long Island Iced Tea,6,1750,11.0,16.5,6,99.0,10.5,2.77
04/16/2015,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,23.0,Clinton,1031080.0,VODKA 80 PROOF,55.0,Sazerac North America,37937,Skol Vodka,12,1000,4.42,6.63,12,79.56,12.0,3.17
07/05/2017,4011,Jim and Charlies Affiliated,121 North Clinton,Albia,52531,68.0,MONROE,1031100.0,American Vodkas,434.0,LUXCO INC,36306,Hawkeye Vodka,12,750,3.34,5.01,1,60.12,0.75,0.19
05/06/2013,3656,Target Store T-1767 / Ankeny,2135 SE DELAWARE AVE,ANKENY,50021,77.0,Polk,1071100.0,AMERICAN COCKTAILS,65.0,Jim Beam Brands,63358,Skinnygirl Mojito,12,750,7.88,11.82,12,141.84,9.0,2.38
02/01/2017,2556,Hy-Vee Wine and Spirits / Estherville,2608 E. Central Avenue,Estherville,51334.0,32.0,EMMET,1051100.0,American Brandies,434.0,LUXCO INC,55088,Paramount Blackberry Brandy,6,1750,11.29,16.94,1,101.64,1.75,0.46
06/13/2017,5427,Beecher Liquor,1691 Asbury Rd,Dubuque,52001,31.0,DUBUQUE,1051100.0,American Brandies,115.0,CONSTELLATION BRANDS INC,56803,Paul Masson Red Berry Grande Amber,24,200,1.96,2.94,1,70.56,0.2,0.05
02/09/2012,4330,Ryan's Quick Shop,702 1ST AVE E,NEWTON,50208,50.0,Jasper,1022100.0,TEQUILA,395.0,Proximo,89191,Jose Cuervo Especial Reposado Tequila Mini,12,500,11.5,17.25,2,34.5,1.0,0.26
06/23/2017,4947,The Music Station,1420 W First St,Cedar Falls,50647.0,7.0,Black Hawk,1062400.0,Spiced Rum,259.0,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,1750,11.55,17.33,4,103.98,7.0,1.84
11/08/2016,3495,Great Pastimes,228 N Main St,Monticello,52310,53.0,JONES,1081400.0,American Schnapps,65.0,Jim Beam Brands,82637,Dekuyper Grape Pucker,12,1000,7.87,11.81,1,11.81,1.0,0.26
11/21/2016,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,77.0,POLK,1062500.0,Flavored Rum,260.0,DIAGEO AMERICAS,43352,Captain Morgan Pineapple,12,750,8.26,12.39,1,148.68,0.75,0.19
04/03/2013,4080,Five Corners Liquor and Win,809 EAST 18 ST,CEDAR FALLS,50613,7.0,Black Hawk,1022100.0,TEQUILA,380.0,Phillips Beverage Company,89150,Cabrito Reposado,12,750,10.48,15.98,2,31.96,1.5,0.4
03/18/2015,3045,Britt Food Center,8 2ND ST NW,BRITT,50423,41.0,Hancock,1081240.0,GREEN CREME DE MENTHE,434.0,Luxco-St Louis,79336,Paramount Creme De Menthe/green,12,750,4.75,7.13,1,7.13,0.75,0.2
06/22/2015,3707,Target Store T-1768 / Cedar Rapids,1030 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,57.0,Linn,1081600.0,WHISKEY LIQUEUR,421.0,"Sazerac Co., Inc.",64865,Fireball Cinnamon Whiskey PET,12,750,8.98,13.47,12,161.64,9.0,2.38
09/27/2012,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,57.0,Linn,1062310.0,SPICED RUM,322.0,Prestige Wine and Spirits Group,77318,Rondiaz Rum Spiced,6,1750,10.0,15.0,6,90.0,10.5,2.77
05/12/2016,4104,Fareway Stores #491 / Mason City,400 North Delaware Ave,Mason City,50401,17.0,Cerro Gordo,1011200.0,STRAIGHT BOURBON WHISKIES,55.0,Sazerac North America,21598,Ten High,6,1750,8.74,13.36,6,80.16,10.5,2.77
08/21/2017,3838,Schnucks / Bettendorf,858 Middle Rd,Bettendorf,52722,48.0,Iowa,1042100.0,Imported Dry Gins,260.0,DIAGEO AMERICAS,28868,Tanqueray Gin,6,1750,24.99,37.49,1,224.94,1.75,0.46
06/16/2016,2806,Osco #881 / Clinton,1307 N Second,Clinton,52732,23.0,Clinton,1031080.0,VODKA 80 PROOF,260.0,Diageo Americas,38008,Smirnoff Vodka 80 Prf Pet,6,1750,14.75,22.13,6,132.78,10.5,2.77
08/29/2016,3882,Kwik Shop #579 / Davenport,2805 Telegraph Rd,Davenport,52802.0,82.0,SCOTT,1082000.0,Imported Cordials & Liqueurs,192.0,"Sidney Frank Importing Company, Inc.",65253,Jagermeister Liqueur,48,200,3.51,5.27,8,5.27,1.6,0.42
02/21/2017,4757,EZ Mart / Bondurant,1111 SE Lincoln St,Bondurant,50035.0,77.0,POLK,1012100.0,Canadian Whiskies,85.0,Brown Forman Corp.,12476,Canadian Mist Whiskey Pet,12,750,5.44,8.16,2,8.16,1.5,0.39
07/01/2014,2585,Hy-Vee Wine and Spirits / Algona,1516 HIGHWAY 169 NORTH,ALGONA,50511,55.0,Kossuth,1012100.0,CANADIAN WHISKIES,65.0,Jim Beam Brands,15296,Windsor Canadian Traveler,12,750,4.2,6.3,12,75.6,9.0,2.38
07/26/2016,4757,EZ Mart / Bondurant,1111 SE Lincoln St,Bondurant,50035,77.0,Polk,1011100.0,BLENDED WHISKIES,65.0,Jim Beam Brands,22786,Beam's 8 Star Bl Whiskey,12,750,3.93,5.9,5,29.5,3.75,0.99
10/14/2013,3700,Avoca Liquor,158 SOUTH ELM,AVOCA,51521,78.0,Pottawattamie,1022100.0,TEQUILA,35.0,"Bacardi U.S.A., Inc.",89121,Cazadores Reposado,12,750,16.66,25.99,2,51.98,1.5,0.4
11/17/2012,3612,B and C Liquor / Maquoketa,509 E PLATT,MAQUOKETA,52060,49.0,Jackson,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,Jim Beam Brands,20247,Old Crow,12,1000,4.63,6.95,3,20.85,3.0,0.79
03/11/2013,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,77.0,Polk,1011500.0,STRAIGHT RYE WHISKIES,255.0,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.08,27.13,6,162.78,4.5,1.19
01/06/2015,3656,Target Store T-1767 / Ankeny,2135 SE DELAWARE AVE,ANKENY,50021,77.0,Polk,1032080.0,IMPORTED VODKA,115.0,"Constellation Wine Company, Inc.",34821,Svedka Vodka,6,1750,14.75,22.13,6,132.78,10.5,2.77
11/07/2016,4279,Keota Eagle Foods,217 E Broadway,Keota,52248,54.0,KEOKUK,1031000.0,American Vodka,297.0,Laird & Company,35918,Five O'clock Vodka,6,1750,7.2,10.8,2,64.8,3.5,0.92
05/14/2014,4847,Slagle Foods LeClaire,1301 EAGLE RIDGE RD,LECLAIRE,52753,82.0,Scott,1071100.0,AMERICAN COCKTAILS,65.0,Jim Beam Brands,63362,Skinnygirl Sweet Rita,12,750,6.29,9.44,12,113.28,9.0,2.38
06/29/2015,2604,Hy-Vee Wine and Spirits / Lemars,1201 12TH AVE SW,LEMARS,51031,75.0,Plymouth,1062310.0,SPICED RUM,260.0,Diageo Americas,43337,Captain Morgan Spiced Rum,12,1000,11.75,17.63,12,211.56,12.0,3.17
04/04/2016,4619,Smokin' Joe's #3 Tobacco and Liquor,1737 AVE H,FORT MADISON,52627,56.0,Lee,1032080.0,IMPORTED VODKA,370.0,Pernod Ricard USA/Austin Nichols,34003,Absolut Swedish Vodka 80 Prf,24,200,3.99,5.99,24,143.76,4.8,1.27
06/25/2012,3806,Target Store T-1901 / WDM,5405 MILLS CIVIC PKWY,WEST DES MOINES,50266,77.0,Polk,1062310.0,SPICED RUM,260.0,Diageo Americas,43336,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88,9.0,2.38
01/17/2017,5070,Jeff's Market / Wilton,101 E 4th St,Wilton,52778.0,70.0,MUSCATINE,1031200.0,American Flavored Vodka,380.0,Phillips Beverage,41705,Uv Red (cherry) Vodka,12,1000,7.5,11.25,1,11.25,1.0,0.26
10/05/2017,4190,Fareway Stores #888 / Jefferson,1207 N Elm St,Jefferson,50129,37.0,GREENE,1082000.0,Imported Cordials & Liqueurs,192.0,"Mast-Jaegermeister US, Inc",65257,Jagermeister Liqueur,12,1000,15.54,23.31,1,23.31,1.0,0.26
07/29/2016,5098,Best Food Mart 3  LLC,1621 University Ave,Des Moines,50311,77.0,Polk,1011300.0,TENNESSEE WHISKIES,85.0,Brown-Forman Corporation,26826,Jack Daniels Old #7 Black Lbl,12,750,15.57,23.36,4,93.44,3.0,0.79
07/08/2013,4184,Fareway Stores #998 / Muscatine,2100 CEDAR PLAZA DR,MUSCATINE,52761,70.0,Muscatine,1062300.0,FLAVORED RUM,260.0,Diageo Americas,43226,Captain Morgan Parrot Bay Passion Fruit,12,750,7.49,11.23,4,44.92,3.0,0.79
01/09/2017,2560,Hy-Vee Food Store / Marion,3600 Business Hwy 151 East,Marion,52302.0,57.0,LINN,1081200.0,Cream Liqueurs,260.0,DIAGEO AMERICAS,68036,Bailey's Original Irish Cream,12,750,12.5,18.75,1,225.0,0.75,0.19
08/07/2017,2506,Hy-Vee #1044 / Burlington,3140 Agency,Burlington,52601.0,29.0,DES MOINES,1081400.0,American Schnapps,434.0,LUXCO INC,81406,Thunder 101 Peppermint Schnapps,12,750,8.0,12.0,1,144.0,0.75,0.19
05/29/2014,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,23.0,Clinton,1022100.0,TEQUILA,395.0,Proximo,89191,Jose Cuervo Especial Reposado Tequila Mini,12,500,11.5,17.25,2,34.5,1.0,0.26
08/16/2016,2571,Hy-Vee Food Store #2 / Waterloo,2181 Logan Ave,Waterloo,50703,7.0,Black Hawk,1071100.0,AMERICAN COCKTAILS,434.0,Luxco-St Louis,63522,Salvador's Margarita 4pak,6,800,3.55,5.33,30,159.9,24.0,6.34
08/06/2012,4294,Lena's Liquors,1544 SUPERIOR ST,WEBSTER CITY,50595,40.0,Hamilton,1031200.0,VODKA FLAVORED,380.0,Phillips Beverage Company,41604,Uv Grape Vodka,12,750,6.25,9.49,1,9.49,0.75,0.2
12/16/2014,4739,Walgreens #05306 / Council Bluffs,301 W BENNETT AVE,COUNCIL BLUFFS,51503,78.0,Pottawattamie,1081600.0,WHISKEY LIQUEUR,421.0,"Sazerac Co., Inc.",64866,Fireball Cinnamon Whiskey,12,750,8.98,13.47,12,161.64,9.0,2.38
10/20/2015,2509,Hy-Vee / Drugtown #1 / Cedar Rapids,1520 6TH ST SW,CEDAR RAPIDS,52404,57.0,Linn,1031080.0,VODKA 80 PROOF,301.0,Fifth Generation Inc.,38178,Titos Handmade Vodka,6,1750,18.52,27.78,6,166.68,10.5,2.77
12/18/2014,4265,Kwik Stop 3 / Waterloo,1104 WASHINGTON ST,WATERLOO,50702,7.0,Black Hawk,1701100.0,DECANTERS & SPECIALTY PACKAGES,420.0,"Moet Hennessy USA, Inc.",1643,Hennessy VS Gold Box,12,750,18.49,27.74,12,332.88,9.0,2.38
12/23/2015,2612,Hy-Vee Store / Perry,1215  141 ST,PERRY,50220,25.0,Dallas,1081200.0,CREAM LIQUEURS,300.0,Mccormick Distilling Company,65200,Tequila Rose Liqueur,12,750,9.49,14.24,3,42.72,2.25,0.59
05/06/2014,3529,A To Z Liquor and Smoke Shop,114 S SECOND,CHEROKEE,51012,18.0,Cherokee,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,Jim Beam Brands,19226,Knob Creek,6,750,20.47,30.71,1,30.71,0.75,0.2
11/21/2013,4288,Uptown Liquor and Tobacco,2000 WILEY BLVD SW STE 106,CEDAR RAPIDS,52404,57.0,Linn,1032080.0,IMPORTED VODKA,65.0,Jim Beam Brands,34579,Pinnacle Vodka,12,750,7.35,11.03,3,33.09,2.25,0.59
05/16/2012,3878,Liquor and Tobacco Outlet /,2128 COLLEGE ST,CEDAR FALLS,50613,7.0,Black Hawk,1031080.0,VODKA 80 PROOF,260.0,Diageo Americas,37418,Popov Vodka 80 Prf,6,1750,8.49,12.74,6,76.44,10.5,2.77
06/03/2014,4604,Pit Stop Liquors / Newton,"1324, 1st AVE E",NEWTON,50208,50.0,Jasper,1012100.0,CANADIAN WHISKIES,260.0,Diageo Americas,11285,Crown Royal Xr Canadian Whiskey,6,750,65.5,98.24,1,98.24,0.75,0.2
06/04/2014,2548,Hy-Vee Food Store / Altoona,100 8TH STREET SW,ALTOONA,50009,77.0,Polk,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",10553,Black Velvet Cinnamon Rush,12,750,6.75,10.13,12,121.56,9.0,2.38
03/26/2015,4882,Casey's General Store #3026 / St Cha,"209, E MAIN ST",ST CHARLES,50240,61.0,Madison,1031080.0,VODKA 80 PROOF,260.0,Diageo Americas,37996,Smirnoff Vodka 80 Prf,12,750,8.25,12.38,6,74.28,4.5,1.19
05/21/2015,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,77.0,Polk,1031080.0,VODKA 80 PROOF,301.0,Fifth Generation Inc.,38177,Titos Handmade Vodka,12,1000,11.92,17.88,180,3218.4,180.0,47.55
10/31/2013,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,91.0,Warren,1041100.0,AMERICAN DRY GINS,434.0,Luxco-St Louis,31658,Paramount Gin,6,1750,7.1,10.65,2,21.3,3.5,0.92
05/10/2017,2625,Hy-Vee Wine and Spirits #2,3301 W Kimberly Rd,Davenport,52804,82.0,SCOTT,1081400.0,American Schnapps,434.0,LUXCO INC,80578,Arrow Peppermint Schnapps,6,1750,7.0,10.5,1,63.0,1.75,0.46
09/21/2015,2636,Hy-Vee Wine and Spirits / Hubbell,2310 HUBBELL AVE,DES MOINES,50317,77.0,Polk,1022100.0,TEQUILA,205.0,E AND J GALLO WINERY,89533,Familia Camarena Reposado,12,750,10.0,15.0,2,30.0,1.5,0.4
05/11/2015,2538,Hy-Vee Food Store #3 / Waterloo,1422 FLAMMANG DR,WATERLOO,50702,7.0,Black Hawk,1022100.0,TEQUILA,410.0,The Patron Spirits Company,88290,Patron Silver Tequila,12,200,8.5,12.75,2,25.5,0.4,0.11
04/19/2016,3495,Great Pastimes,228 N MAIN ST,MONTICELLO,52310,53.0,Jones,1081380.0,MISCELLANEOUS SCHNAPPS,55.0,Sazerac North America,84171,99 Bananas,48,100,0.89,1.34,15,20.1,1.5,0.4
11/01/2016,2529,Hy-Vee Drugstore #4 / Cedar Rapids,4825 Johnson Ave NW,Cedar Rapids,52405.0,57.0,LINN,1031000.0,American Vodka,434.0,LUXCO INC,36307,Hawkeye Vodka,12,1000,4.05,6.08,1,72.96,1.0,0.26
10/12/2017,4988,Happy's Wine & Spirits,5925 University Ave,Cedar Falls,50613.0,7.0,BLACK HAWK,1071100.0,Cocktails /RTD,55.0,SAZERAC NORTH AMERICA,57168,Chi-Chi's Chocolate Malt,6,1750,6.5,9.75,1,9.25,1.75,0.46
12/28/2015,4203,Liquor and Tobacco Outlet /,620 W BREMER AVE,WAVERLY,50677,9.0,Bremer,1081200.0,CREAM LIQUEURS,10.0,"A Hardy / U.S.A., Ltd.",80034,Brown Jug Bourbon Cream,6,750,11.0,16.5,6,99.0,4.5,1.19
11/18/2015,2290,Al's Liquors Unlimited,215 WEST MILWAUKEE,STORM LAKE,50588,11.0,Buena Vista,1081600.0,WHISKEY LIQUEUR,259.0,Heaven Hill Brands,86627,Cold Spell Mint Whiskey,12,1000,9.48,14.22,3,42.66,3.0,0.79
08/04/2015,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,57.0,Linn,1011100.0,BLENDED WHISKIES,260.0,Diageo Americas,25616,Seagrams 7 Crown Pet Flask,12,750,7.0,10.5,12,126.0,9.0,2.38
12/13/2016,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,77.0,POLK,1011400.0,Tennessee Whiskies,85.0,Brown Forman Corp.,26824,Jack Daniels Old #7 Black Lbl Square,24,375,7.0,10.5,3,10.5,1.12,0.29
04/06/2016,5219,Kirkwood Liquor & Tobacco,"300, KIRKWOOD AVE",IOWA CITY,52240,,,1032200.0,IMPORTED VODKA - MISC,65.0,Jim Beam Brands,35626,Pinnacle Whipped,12,750,7.35,11.03,2,22.06,1.5,0.4
06/16/2015,3944,Sam's Club 4973 / Dubuque,4400 ASBURY RD,DUBUQUE,52002,31.0,Dubuque,1081600.0,WHISKEY LIQUEUR,85.0,Brown-Forman Corporation,86887,Southern Comfort,12,1000,12.97,19.46,120,2335.2,120.0,31.7
02/23/2012,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,77.0,Polk,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,6.63,9.94,48,477.12,48.0,12.68
10/25/2016,4265,Kwik Stop 3 / Waterloo,1104 Washington St,Waterloo,50702,7.0,BLACK HAWK,1052100.0,Imported Brandies,389.0,REMY COINTREAU USA INC,49185,Remy Martin Vsop (flask),12,375,11.12,16.68,1,200.16,0.37,0.09
06/26/2012,3880,Target Store T-2454 / Council Bluffs,3804 METRO DR,COUNCIL BLUFFS,51503,78.0,Pottawattamie,1071100.0,AMERICAN COCKTAILS,395.0,Proximo,58868,Jose Cuervo Authentic Strawberry Margarita,6,1750,8.2,12.3,6,73.8,10.5,2.77
05/04/2016,4509,A J'S LIQUOR II,2515 Chamberlain,Ames,50010,85.0,Story,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,Jim Beam Brands,19476,Maker's Mark,12,750,17.32,25.98,2,51.96,1.5,0.4
06/16/2017,2620,Hy-Vee / Windsor Heights,7101 University Ave,Windsor Heights,50311.0,77.0,Polk,1062500.0,Flavored Rum,35.0,BACARDI USA INC,43051,Bacardi Dragon Berry,12,750,8.26,12.39,2,12.39,1.5,0.39
07/08/2015,2572,Hy-Vee Food Store / Cedar Falls,6301 UNIVERSITY,CEDAR FALLS,50613,7.0,Black Hawk,1012300.0,IRISH WHISKIES,370.0,Pernod Ricard USA/Austin Nichols,15621,Jameson Mini,10,600,11.88,17.82,1,17.82,0.6,0.16
11/05/2013,3783,Dyno's Wine and Spirits / Pocahontas,14 1/2 E ELM,POCAHONTAS,50574,76.0,Pocahontas,1012200.0,SCOTCH WHISKIES,370.0,Pernod Ricard USA/Austin Nichols,9426,Passport Scotch,12,750,7.0,10.49,2,20.98,1.5,0.4
05/19/2017,3819,Quillins Decorah,915 Short St,Decorah,52101,96.0,WINNESHIEK,1081300.0,American Cordials & Liqueur,322.0,Prestige Wine & Spirits Group,75221,Kinky Green Liqueur,6,750,10.0,15.0,3,15.0,2.25,0.59
07/13/2015,4164,Expo Mart / Bettendorf,1810 STATE ST,BETTENDORF,52722,82.0,Scott,1031200.0,VODKA FLAVORED,380.0,Phillips Beverage Company,41601,Uv Blue (raspberry) Vodka,12,375,3.45,5.18,12,62.16,4.5,1.19
04/21/2017,3963,Tobacco Hut #14 / Council Bluffs,1925 W Broadway,Council Bluffs,51501,78.0,POTTAWATTA,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,86887,Southern Comfort,12,1000,12.97,19.46,5,19.46,5.0,1.32
10/27/2014,4897,Gasland #102 / Burlington,1703 MT PLEASANT ST,BURLINGTON,52601,29.0,Des Moines,1011100.0,BLENDED WHISKIES,297.0,Laird And Company,23828,Five Star,6,1750,7.46,11.19,6,67.14,10.5,2.77
11/20/2013,3738,Hartig Drug Company #4 / Dubuque,2225 CENTRAL AVE,DUBUQUE,52001,31.0,Dubuque,1031080.0,VODKA 80 PROOF,55.0,Sazerac North America,37938,Skol Vodka,6,1750,7.11,10.67,6,64.02,10.5,2.77
09/18/2013,3757,Wal-Mart 3590 / Sioux City,3101 FLOYD BLVD,SIOUX CITY,51108,97.0,Woodbury,1032200.0,IMPORTED VODKA - MISC,260.0,Diageo Americas,64755,Ciroc Red Berry,12,750,18.75,28.12,12,337.44,9.0,2.38
10/16/2014,2635,Hy-Vee #4 / Davenport,4064 E 53RD ST,DAVENPORT,52807,82.0,Scott,1012210.0,SINGLE MALT SCOTCH,240.0,"WILLIAM GRANT AND SONS, INC.",5006,Glenfiddich 12yr Special Reserve,12,750,22.98,34.47,6,206.82,4.5,1.19
08/16/2017,4293,Eddyville Market and Deli L,121 Walnut,Eddyville,52553,90.0,WAPELLO,1012100.0,Canadian Whiskies,115.0,CONSTELLATION BRANDS INC,10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,1,121.56,0.75,0.19
03/20/2014,4864,CLINTON LIQUOR & CONVENIENCE STORE,1641 S BLUFF BLVD,CLINTON,52733,23.0,Clinton,1011100.0,BLENDED WHISKIES,297.0,Laird And Company,23824,Five Star,24,375,2.0,2.99,24,71.76,9.0,2.38
03/29/2016,4317,Fareway Stores #941 / Greenfield,212 SW KENT,GREENFIELD,50849,1.0,Adair,1081600.0,WHISKEY LIQUEUR,421.0,"Sazerac Co., Inc.",64865,Fireball Cinnamon Whiskey PET,12,750,8.98,13.47,12,161.64,9.0,2.38
05/07/2015,4911,Casey's General Store #1061 / Prince,"500, HWY 67 N",PRINCETON,52768,82.0,Scott,1031080.0,VODKA 80 PROOF,434.0,Luxco-St Louis,36306,Hawkeye Vodka,12,750,3.34,5.01,12,60.12,9.0,2.38
05/18/2016,3869,Bootleggin' Barzini's Fin,412  1st Ave,Coralville,52241,52.0,Johnson,1011100.0,BLENDED WHISKIES,65.0,Jim Beam Brands,24454,Kessler Blend Whiskey,24,375,3.15,4.73,2,9.46,0.75,0.2
11/02/2015,4067,Freeman Foods,268 8TH AVE,WELLMAN,52356,90.0,Wapello,1032080.0,IMPORTED VODKA,35.0,"Bacardi U.S.A., Inc.",34425,Grey Goose Vodka,6,1750,35.42,53.13,1,53.13,1.75,0.46
06/25/2012,4209,Wal-Mart 5748 / Grimes,2150 EAST 1ST ST,GRIMES,50111,77.0,Polk,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",11786,Black Velvet Traveler,12,750,4.83,7.44,12,89.28,9.0,2.38
06/04/2015,5138,Kellogg Country Store,"103, BLAIR ST",KELLOGG,50135,50.0,Jasper,1062310.0,SPICED RUM,259.0,Heaven Hill Brands,43026,Admiral Nelson Spiced Rum,12,750,5.78,8.67,4,34.68,3.0,0.79
05/01/2013,4346,Roy's Foodland,105 PEARL ST,SHELLSBURG,52332,6.0,Benton,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434.0,Luxco-St Louis,45248,Paramount Gold Rum,6,1750,7.58,11.37,6,68.22,10.5,2.77
02/09/2017,5251,Northside Liquor,"1303, North Federal",Mason City,50401.0,17.0,CERRO GORD,1062400.0,Spiced Rum,260.0,DIAGEO AMERICAS,43337,Captain Morgan Spiced Rum,12,1000,11.75,17.63,1,211.56,1.0,0.26
08/22/2017,4167,"Iowa Street Market, Inc.",1256 Iowa St,Dubuque,52001,31.0,DUBUQUE,1022200.0,100% Agave Tequila,395.0,PROXIMO,87509,1800 Silver Tequila,12,375,8.96,13.44,2,13.44,0.75,0.19
02/02/2012,2620,Hy-Vee / Windsor Heights,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,77.0,Polk,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35.0,"Bacardi U.S.A., Inc.",43156,Bacardi 151 Proof Rum,12,750,12.66,18.99,12,227.88,9.0,2.38
11/06/2013,4011,Jim and Charlies Affiliated,121 NORTH CLINTON,ALBIA,52531,68.0,Monroe,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,6.63,9.94,12,119.28,12.0,3.17
01/27/2016,2572,Hy-Vee Food Store / Cedar Falls,6301 UNIVERSITY,CEDAR FALLS,50613,7.0,Black Hawk,1032200.0,IMPORTED VODKA - MISC,115.0,"Constellation Wine Company, Inc.",33663,Svedka Strawberry Lemonade,12,750,8.25,12.38,3,37.14,2.25,0.59
01/21/2015,3944,Sam's Club 4973 / Dubuque,4400 ASBURY RD,DUBUQUE,52002,31.0,Dubuque,1062300.0,FLAVORED RUM,370.0,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,1000,10.49,15.74,12,188.88,12.0,3.17
03/03/2014,3465,Hometown Foods / Panora,601 E MAIN,PANORA,50216,39.0,Guthrie,1062310.0,SPICED RUM,260.0,Diageo Americas,43338,Captain Morgan Spiced Rum,6,1750,17.75,26.62,6,159.72,10.5,2.77
05/20/2015,4861,The Station / Cedar Rapids,3645 STONE CREEK CIRCLE SW,CEDAR RAPIDS,52404,57.0,Linn,1081600.0,WHISKEY LIQUEUR,421.0,"Sazerac Co., Inc.",64864,Fireball Cinnamon Whisky,24,375,5.33,8.0,24,192.0,9.0,2.38
01/24/2017,2649,Hy-Vee #3 / Dubuque,400 Locust St,Dubuque,52001.0,31.0,DUBUQUE,1031000.0,American Vodka,55.0,SAZERAC NORTH AMERICA,37938,Skol Vodka,6,1750,7.11,10.67,1,64.02,1.75,0.46
09/25/2013,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,85.0,Story,1081600.0,WHISKEY LIQUEUR,85.0,Brown-Forman Corporation,86887,Southern Comfort,12,1000,12.47,18.71,12,224.52,12.0,3.17
08/26/2015,4780,Casey's General Store #3043 / Britt,"576, N MAIN AVE",BRITT,50423,41.0,Hancock,1031080.0,VODKA 80 PROOF,260.0,Diageo Americas,37996,Smirnoff Vodka 80 Prf,12,750,8.25,12.38,12,148.56,9.0,2.38
10/29/2014,2637,Hy-Vee #5 / Davenport,2351 W LOCUST,DAVENPORT,52804,82.0,Scott,1032080.0,IMPORTED VODKA,35.0,"Bacardi U.S.A., Inc.",34422,Grey Goose Vodka,6,1000,22.0,33.0,6,198.0,6.0,1.59
10/29/2014,3932,Main Street Spirits / Mapleton,311 MAIN ST,MAPLETON,51034,67.0,Monona,1032080.0,IMPORTED VODKA,370.0,Pernod Ricard USA/Austin Nichols,34008,Absolut Swedish Vodka 80 Prf,6,1750,19.99,29.99,2,59.98,3.5,0.92
04/03/2014,3618,Wal-Mart 2716 / Cedar Rapids,3601 29TH AVE SW,CEDAR RAPIDS,52404,57.0,Linn,1031080.0,VODKA 80 PROOF,461.0,Campari(skyy),37986,Skyy Vodka,12,750,10.01,15.01,12,180.12,9.0,2.38
08/20/2013,4345,Lucky Mart,1031 WEST ST,GRINNELL,50112,79.0,Poweshiek,1062310.0,SPICED RUM,260.0,Diageo Americas,43334,Captain Morgan Spiced Rum,24,375,5.0,7.5,3,22.5,1.12,0.3
08/19/2015,3980,Wal-Mart 1721 / Iowa City,919 HWY 1 WEST,IOWA CITY,52246,52.0,Johnson,1011100.0,BLENDED WHISKIES,65.0,Jim Beam Brands,24456,Kessler Blend Whiskey,12,750,5.51,8.27,12,99.24,9.0,2.38
12/01/2014,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,77.0,Polk,1042100.0,IMPORTED DRY GINS,35.0,"Bacardi U.S.A., Inc.",28233,Bombay Sapphire Gin,12,1000,15.61,24.42,2,48.84,2.0,0.53
04/04/2013,3437,Scott's Foods,1120 SUNSET DRIVE,NORWALK,50211,91.0,Warren,1081335.0,RASPBERRY SCHNAPPS,65.0,Jim Beam Brands,82836,Dekuyper Raspberry Pucker,12,750,6.3,9.45,3,28.35,2.25,0.59
